Year,Name,Sex,Count,IRE-Rank,USA-State-Total,Country,State
1998,Derek,M,16,162,0,Ireland,IRE
1998,Myles,M,8,222,0,Ireland,IRE
1998,Ahmed,M,6,242,0,Ireland,IRE
1998,Desmond,M,15,168,0,Ireland,IRE
1998,Elliott,M,3,369,0,Ireland,IRE
1998,Ferdia,M,7,229,0,Ireland,IRE
1998,Fionnan,M,4,324,0,Ireland,IRE
1998,Mohammed,M,13,179,0,Ireland,IRE
1998,Robbie,M,6,242,0,Ireland,IRE
1998,Roy,M,10,203,0,Ireland,IRE
1998,Stefan,M,6,242,0,Ireland,IRE
1998,Dermot,M,12,188,0,Ireland,IRE
1998,Glenn,M,32,118,0,Ireland,IRE
1998,Kenneth,M,27,130,0,Ireland,IRE
1998,Laurence,M,9,215,0,Ireland,IRE
1998,Milo,M,4,324,0,Ireland,IRE
1998,Ultan,M,11,193,0,Ireland,IRE
1998,Warren,M,21,149,0,Ireland,IRE
1998,Austin,M,5,280,0,Ireland,IRE
1998,Davin,M,6,242,0,Ireland,IRE
1998,Donnchadh,M,4,324,0,Ireland,IRE
1998,Graham,M,41,101,0,Ireland,IRE
1998,Jeremiah,M,13,179,0,Ireland,IRE
1998,Jerry,M,6,242,0,Ireland,IRE
1998,Kealan,M,10,203,0,Ireland,IRE
1998,Maximilian,M,4,324,0,Ireland,IRE
1998,Tim,M,4,324,0,Ireland,IRE
1998,Aron,M,5,280,0,Ireland,IRE
1998,Bill,M,10,203,0,Ireland,IRE
1998,Caoimhin,M,5,280,0,Ireland,IRE
1998,Cuan,M,4,324,0,Ireland,IRE
1998,Devin,M,5,280,0,Ireland,IRE
1998,Fionan,M,4,324,0,Ireland,IRE
1998,Gregory,M,15,168,0,Ireland,IRE
1998,Jeremy,M,6,242,0,Ireland,IRE
1998,Rossa,M,3,369,0,Ireland,IRE
1998,Andre,M,4,324,0,Ireland,IRE
1998,Andrei,M,3,369,0,Ireland,IRE
1998,Cory,M,5,280,0,Ireland,IRE
1998,Feidhlim,M,3,369,0,Ireland,IRE
1998,Fergal,M,26,133,0,Ireland,IRE
1998,Jim,M,3,369,0,Ireland,IRE
1998,Kelvin,M,19,154,0,Ireland,IRE
1998,Leigh,M,9,215,0,Ireland,IRE
1998,Malachy,M,3,369,0,Ireland,IRE
1998,Nathaniel,M,5,280,0,Ireland,IRE
1998,Pauric,M,10,203,0,Ireland,IRE
1998,Ruaidhri,M,3,369,0,Ireland,IRE
1998,Saul,M,3,369,0,Ireland,IRE
1998,Zachariah,M,3,369,0,Ireland,IRE
1998,Aiden,M,5,280,0,Ireland,IRE
1998,Albert,M,3,369,0,Ireland,IRE
1998,Andy,M,5,280,0,Ireland,IRE
1998,Daryl,M,13,179,0,Ireland,IRE
1998,Diarmaid,M,4,324,0,Ireland,IRE
1998,Finnan,M,4,324,0,Ireland,IRE
1998,Frederick,M,3,369,0,Ireland,IRE
1998,Gerry,M,3,369,0,Ireland,IRE
1998,Kalem,M,4,324,0,Ireland,IRE
1998,Kilian,M,3,369,0,Ireland,IRE
1998,Maurice,M,15,168,0,Ireland,IRE
1998,Chris,M,6,242,0,Ireland,IRE
1998,Cornelius,M,7,229,0,Ireland,IRE
1998,Dion,M,15,168,0,Ireland,IRE
1998,Eugene,M,8,222,0,Ireland,IRE
1998,Finian,M,4,324,0,Ireland,IRE
1998,Gareth,M,27,130,0,Ireland,IRE
1998,Johnathan,M,13,179,0,Ireland,IRE
1998,Kaylem,M,6,242,0,Ireland,IRE
1998,Maxwell,M,3,369,0,Ireland,IRE
1998,Robin,M,5,280,0,Ireland,IRE
1998,Seanan,M,5,280,0,Ireland,IRE
1998,Theodore,M,3,369,0,Ireland,IRE
1998,Trevor,M,11,193,0,Ireland,IRE
1998,Abdul,M,4,324,0,Ireland,IRE
1998,Caoilte,M,3,369,0,Ireland,IRE
1998,Casey,M,3,369,0,Ireland,IRE
1998,Damian,M,4,324,0,Ireland,IRE
1998,Iain,M,6,242,0,Ireland,IRE
1998,Jeffrey,M,11,193,0,Ireland,IRE
1998,Keane,M,11,193,0,Ireland,IRE
1998,Larry,M,4,324,0,Ireland,IRE
1998,Leonard,M,5,280,0,Ireland,IRE
1998,Peadar,M,6,242,0,Ireland,IRE
1998,Phillip,M,12,188,0,Ireland,IRE
1998,Stuart,M,18,157,0,Ireland,IRE
1998,Art,M,3,369,0,Ireland,IRE
1998,Cal,M,3,369,0,Ireland,IRE
1998,Colum,M,6,242,0,Ireland,IRE
1998,Damon,M,4,324,0,Ireland,IRE
1998,Domhnall,M,3,369,0,Ireland,IRE
1998,Edmund,M,5,280,0,Ireland,IRE
1998,Jared,M,3,369,0,Ireland,IRE
1998,Jody,M,3,369,0,Ireland,IRE
1998,Keenan,M,5,280,0,Ireland,IRE
1998,Kelan,M,6,242,0,Ireland,IRE
1998,Matt,M,3,369,0,Ireland,IRE
1998,Raphael,M,4,324,0,Ireland,IRE
1998,Ricky,M,7,229,0,Ireland,IRE
1998,Russell,M,5,280,0,Ireland,IRE
1998,Sami,M,3,369,0,Ireland,IRE
1998,Syed,M,3,369,0,Ireland,IRE
1998,Terence,M,5,280,0,Ireland,IRE
1998,Wesley,M,5,280,0,Ireland,IRE
1998,Aedan,M,3,369,0,Ireland,IRE
1998,Allan,M,5,280,0,Ireland,IRE
1998,Arron,M,9,215,0,Ireland,IRE
1998,Cain,M,6,242,0,Ireland,IRE
1998,Callan,M,3,369,0,Ireland,IRE
1998,Caolain,M,4,324,0,Ireland,IRE
1998,Con,M,3,369,0,Ireland,IRE
1998,Curtis,M,6,242,0,Ireland,IRE
1998,Eimhin,M,3,369,0,Ireland,IRE
1998,Fergus,M,10,203,0,Ireland,IRE
1998,Finbarr,M,7,229,0,Ireland,IRE
1998,Gordon,M,7,229,0,Ireland,IRE
1998,Jarlath,M,3,369,0,Ireland,IRE
1998,Kristian,M,5,280,0,Ireland,IRE
1998,Lawrence,M,4,324,0,Ireland,IRE
1998,Leroy,M,4,324,0,Ireland,IRE
1998,Phelim,M,4,324,0,Ireland,IRE
1998,Taidgh,M,3,369,0,Ireland,IRE
1998,Allen,M,6,242,0,Ireland,IRE
1998,Brad,M,5,280,0,Ireland,IRE
1998,Caimin,M,3,369,0,Ireland,IRE
1998,Colman,M,3,369,0,Ireland,IRE
1998,Dale,M,31,121,0,Ireland,IRE
1998,Dillan,M,6,242,0,Ireland,IRE
1998,Emmett,M,4,324,0,Ireland,IRE
1998,Evin,M,7,229,0,Ireland,IRE
1998,Fearghal,M,6,242,0,Ireland,IRE
1998,Garry,M,9,215,0,Ireland,IRE
1998,Gerald,M,5,280,0,Ireland,IRE
1998,Iarla,M,3,369,0,Ireland,IRE
1998,Keelin,M,4,324,0,Ireland,IRE
1998,Kenan,M,6,242,0,Ireland,IRE
1998,Khalid,M,3,369,0,Ireland,IRE
1998,Kurt,M,6,242,0,Ireland,IRE
1998,Lochlainn,M,3,369,0,Ireland,IRE
1998,Paraic,M,6,242,0,Ireland,IRE
1998,Ralph,M,5,280,0,Ireland,IRE
1998,Tommie,M,4,324,0,Ireland,IRE
1998,Tristian,M,4,324,0,Ireland,IRE
1998,Tyrone,M,10,203,0,Ireland,IRE
1998,Yusuf,M,3,369,0,Ireland,IRE
1998,Alec,M,3,369,0,Ireland,IRE
1998,Barra,M,4,324,0,Ireland,IRE
1998,Chad,M,4,324,0,Ireland,IRE
1998,Cianan,M,5,280,0,Ireland,IRE
1998,Ciarain,M,3,369,0,Ireland,IRE
1998,Darra,M,3,369,0,Ireland,IRE
1998,Darryl,M,5,280,0,Ireland,IRE
1998,Dayle,M,3,369,0,Ireland,IRE
1998,Dylon,M,12,188,0,Ireland,IRE
1998,Erick,M,3,369,0,Ireland,IRE
1998,Erin,M,4,324,0,Ireland,IRE
1998,Fiach,M,5,280,0,Ireland,IRE
1998,Finnian,M,4,324,0,Ireland,IRE
1998,Garrett,M,3,369,0,Ireland,IRE
1998,Graeme,M,5,280,0,Ireland,IRE
1998,Grant,M,3,369,0,Ireland,IRE
1998,Issac,M,4,324,0,Ireland,IRE
1998,Jamal,M,4,324,0,Ireland,IRE
1998,Jasper,M,3,369,0,Ireland,IRE
1998,Jed,M,3,369,0,Ireland,IRE
1998,Jeff,M,6,242,0,Ireland,IRE
1998,Aodh,M,3,369,0,Ireland,IRE
1998,Ashley,M,8,222,0,Ireland,IRE
1998,Edmond,M,3,369,0,Ireland,IRE
1998,Geoffrey,M,5,280,0,Ireland,IRE
1998,Hughie,M,4,324,0,Ireland,IRE
1998,Macdara,M,3,369,0,Ireland,IRE
1998,Malcolm,M,3,369,0,Ireland,IRE
1998,Omar,M,5,280,0,Ireland,IRE
1998,Ruari,M,6,242,0,Ireland,IRE
1998,Steve,M,3,369,0,Ireland,IRE
1998,Cahal,M,3,369,0,Ireland,IRE
1998,Christophe,M,3,369,0,Ireland,IRE
1998,Clive,M,5,280,0,Ireland,IRE
1998,Darran,M,3,369,0,Ireland,IRE
1998,Deane,M,3,369,0,Ireland,IRE
1998,Dillion,M,4,324,0,Ireland,IRE
1998,Duncan,M,3,369,0,Ireland,IRE
1998,Feargal,M,6,242,0,Ireland,IRE
1998,Finbar,M,5,280,0,Ireland,IRE
1998,Garett,M,3,369,0,Ireland,IRE
1998,Garreth,M,7,229,0,Ireland,IRE
1998,Gavan,M,5,280,0,Ireland,IRE
1998,Glynn,M,3,369,0,Ireland,IRE
1998,Greg,M,6,242,0,Ireland,IRE
1998,Griffin,M,3,369,0,Ireland,IRE
1998,Jade,M,3,369,0,Ireland,IRE
1998,Jarod,M,3,369,0,Ireland,IRE
1998,Jonathon,M,11,193,0,Ireland,IRE
1998,Jordon,M,16,162,0,Ireland,IRE
1998,Keiran,M,5,280,0,Ireland,IRE
1998,Kieron,M,5,280,0,Ireland,IRE
1998,Lloyd,M,4,324,0,Ireland,IRE
1998,Mitchel,M,4,324,0,Ireland,IRE
1998,Mitchell,M,6,242,0,Ireland,IRE
1998,Nathen,M,3,369,0,Ireland,IRE
1998,Neill,M,4,324,0,Ireland,IRE
1998,Nevan,M,3,369,0,Ireland,IRE
1998,Nial,M,3,369,0,Ireland,IRE
1998,Nigel,M,7,229,0,Ireland,IRE
1998,Odin,M,3,369,0,Ireland,IRE
1998,Quentin,M,5,280,0,Ireland,IRE
1998,Robyn,M,3,369,0,Ireland,IRE
1998,Ros,M,4,324,0,Ireland,IRE
1998,Shawn,M,3,369,0,Ireland,IRE
1998,Stephan,M,3,369,0,Ireland,IRE
1998,Stewart,M,5,280,0,Ireland,IRE
1998,Todd,M,3,369,0,Ireland,IRE
1998,Willie,M,3,369,0,Ireland,IRE
1999,Jack,M,743,3,0,Ireland,IRE
1999,Sean,M,760,2,0,Ireland,IRE
1999,Conor,M,761,1,0,Ireland,IRE
1999,Daniel,M,479,9,0,Ireland,IRE
1999,James,M,629,4,0,Ireland,IRE
1999,Adam,M,588,5,0,Ireland,IRE
1999,Ryan,M,418,13,0,Ireland,IRE
1999,Luke,M,410,14,0,Ireland,IRE
1999,Cian,M,420,12,0,Ireland,IRE
1999,Michael,M,527,6,0,Ireland,IRE
1999,Dylan,M,445,10,0,Ireland,IRE
1999,Aaron,M,500,8,0,Ireland,IRE
1999,Darragh,M,237,29,0,Ireland,IRE
1999,Thomas,M,332,19,0,Ireland,IRE
1999,Matthew,M,259,24,0,Ireland,IRE
1999,David,M,524,7,0,Ireland,IRE
1999,Jamie,M,289,22,0,Ireland,IRE
1999,Oisin,M,249,25,0,Ireland,IRE
1999,Patrick,M,343,18,0,Ireland,IRE
1999,Alex,M,112,57,0,Ireland,IRE
1999,John,M,369,15,0,Ireland,IRE
1999,Cillian,M,98,61,0,Ireland,IRE
1999,Evan,M,208,34,0,Ireland,IRE
1999,Eoin,M,347,16,0,Ireland,IRE
1999,Shane,M,444,11,0,Ireland,IRE
1999,Liam,M,290,21,0,Ireland,IRE
1999,Ben,M,196,38,0,Ireland,IRE
1999,Jake,M,125,51,0,Ireland,IRE
1999,Joshua,M,147,44,0,Ireland,IRE
1999,Mark,M,345,17,0,Ireland,IRE
1999,Harry,M,86,70,0,Ireland,IRE
1999,Fionn,M,47,97,0,Ireland,IRE
1999,Joseph,M,219,31,0,Ireland,IRE
1999,Callum,M,71,79,0,Ireland,IRE
1999,Samuel,M,115,55,0,Ireland,IRE
1999,Charlie,M,31,124,0,Ireland,IRE
1999,Nathan,M,245,26,0,Ireland,IRE
1999,Cathal,M,162,42,0,Ireland,IRE
1999,Kyle,M,99,60,0,Ireland,IRE
1999,Robert,M,240,27,0,Ireland,IRE
1999,Ciaran,M,230,30,0,Ireland,IRE
1999,Ronan,M,147,44,0,Ireland,IRE
1999,Andrew,M,239,28,0,Ireland,IRE
1999,Kevin,M,211,33,0,Ireland,IRE
1999,William,M,130,50,0,Ireland,IRE
1999,Ethan,M,76,76,0,Ireland,IRE
1999,Tadhg,M,49,96,0,Ireland,IRE
1999,Rory,M,90,64,0,Ireland,IRE
1999,Noah,M,8,222,0,Ireland,IRE
1999,Calum,M,13,189,0,Ireland,IRE
1999,Brian,M,197,36,0,Ireland,IRE
1999,Eoghan,M,181,41,0,Ireland,IRE
1999,Cormac,M,115,55,0,Ireland,IRE
1999,Finn,M,14,184,0,Ireland,IRE
1999,Aidan,M,87,69,0,Ireland,IRE
1999,Alexander,M,88,68,0,Ireland,IRE
1999,Benjamin,M,77,75,0,Ireland,IRE
1999,Rian,M,22,149,0,Ireland,IRE
1999,Sam,M,57,87,0,Ireland,IRE
1999,Stephen,M,285,23,0,Ireland,IRE
1999,Christopher,M,186,40,0,Ireland,IRE
1999,Killian,M,100,59,0,Ireland,IRE
1999,Josh,M,46,102,0,Ireland,IRE
1999,Gavin,M,110,58,0,Ireland,IRE
1999,Alan,M,122,53,0,Ireland,IRE
1999,Peter,M,140,48,0,Ireland,IRE
1999,Scott,M,69,83,0,Ireland,IRE
1999,Jason,M,201,35,0,Ireland,IRE
1999,Max,M,22,149,0,Ireland,IRE
1999,Lee,M,143,46,0,Ireland,IRE
1999,Anthony,M,123,52,0,Ireland,IRE
1999,Paul,M,189,39,0,Ireland,IRE
1999,Martin,M,90,64,0,Ireland,IRE
1999,Tom,M,29,129,0,Ireland,IRE
1999,Leon,M,75,77,0,Ireland,IRE
1999,Niall,M,197,36,0,Ireland,IRE
1999,Oliver,M,19,161,0,Ireland,IRE
1999,Rhys,M,26,133,0,Ireland,IRE
1999,Dean,M,214,32,0,Ireland,IRE
1999,Dara,M,31,124,0,Ireland,IRE
1999,Oscar,M,25,136,0,Ireland,IRE
1999,Colm,M,117,54,0,Ireland,IRE
1999,Diarmuid,M,51,94,0,Ireland,IRE
1999,Edward,M,70,81,0,Ireland,IRE
1999,Christian,M,30,128,0,Ireland,IRE
1999,Louis,M,28,130,0,Ireland,IRE
1999,Oran,M,39,110,0,Ireland,IRE
1999,Padraig,M,98,61,0,Ireland,IRE
1999,Charles,M,31,124,0,Ireland,IRE
1999,Leo,M,14,184,0,Ireland,IRE
1999,Lucas,M,13,189,0,Ireland,IRE
1999,Ross,M,155,43,0,Ireland,IRE
1999,Cameron,M,47,97,0,Ireland,IRE
1999,Jacob,M,19,161,0,Ireland,IRE
1999,Kieran,M,81,73,0,Ireland,IRE
1999,Brandon,M,89,67,0,Ireland,IRE
1999,Ruairi,M,37,116,0,Ireland,IRE
1999,Reece,M,47,97,0,Ireland,IRE
1999,Tomas,M,33,121,0,Ireland,IRE
1999,Isaac,M,7,241,0,Ireland,IRE
1999,Kian,M,17,169,0,Ireland,IRE
1999,Senan,M,8,222,0,Ireland,IRE
1999,Odhran,M,15,180,0,Ireland,IRE
1999,Jonathan,M,57,87,0,Ireland,IRE
1999,Zach,M,7,241,0,Ireland,IRE
1999,Bobby,M,5,290,0,Ireland,IRE
1999,Daragh,M,52,92,0,Ireland,IRE
1999,Hugh,M,44,105,0,Ireland,IRE
1999,Colin,M,71,79,0,Ireland,IRE
1999,Craig,M,133,49,0,Ireland,IRE
1999,Lorcan,M,50,95,0,Ireland,IRE
1999,Richard,M,91,63,0,Ireland,IRE
1999,Owen,M,65,85,0,Ireland,IRE
1999,Connor,M,42,108,0,Ireland,IRE
1999,Donnacha,M,10,203,0,Ireland,IRE
1999,Micheal,M,28,130,0,Ireland,IRE
1999,Billy,M,23,144,0,Ireland,IRE
1999,Tristan,M,11,201,0,Ireland,IRE
1999,Darren,M,142,47,0,Ireland,IRE
1999,Corey,M,24,141,0,Ireland,IRE
1999,Daire,M,32,123,0,Ireland,IRE
1999,Denis,M,39,110,0,Ireland,IRE
1999,Luca,M,4,330,0,Ireland,IRE
1999,Tyler,M,9,214,0,Ireland,IRE
1999,Philip,M,73,78,0,Ireland,IRE
1999,Daithi,M,4,330,0,Ireland,IRE
1999,Tiernan,M,27,132,0,Ireland,IRE
1999,Sebastian,M,8,222,0,Ireland,IRE
1999,Simon,M,43,107,0,Ireland,IRE
1999,Danny,M,17,169,0,Ireland,IRE
1999,Gerard,M,70,81,0,Ireland,IRE
1999,Karl,M,85,71,0,Ireland,IRE
1999,Shay,M,6,266,0,Ireland,IRE
1999,Eric,M,55,90,0,Ireland,IRE
1999,George,M,26,133,0,Ireland,IRE
1999,Calvin,M,33,121,0,Ireland,IRE
1999,Keelan,M,38,115,0,Ireland,IRE
1999,Nicholas,M,37,116,0,Ireland,IRE
1999,Seamus,M,45,103,0,Ireland,IRE
1999,Brendan,M,66,84,0,Ireland,IRE
1999,Shaun,M,55,90,0,Ireland,IRE
1999,Steven,M,47,97,0,Ireland,IRE
1999,Gearoid,M,40,109,0,Ireland,IRE
1999,Joe,M,12,197,0,Ireland,IRE
1999,Tommy,M,16,177,0,Ireland,IRE
1999,Cody,M,10,203,0,Ireland,IRE
1999,Jay,M,9,214,0,Ireland,IRE
1999,Tadgh,M,13,189,0,Ireland,IRE
1999,Ewan,M,15,180,0,Ireland,IRE
1999,Paddy,M,5,290,0,Ireland,IRE
1999,Lewis,M,12,197,0,Ireland,IRE
1999,Caleb,M,8,222,0,Ireland,IRE
1999,Marcus,M,24,141,0,Ireland,IRE
1999,Caolan,M,34,120,0,Ireland,IRE
1999,Taylor,M,13,189,0,Ireland,IRE
1999,Keith,M,79,74,0,Ireland,IRE
1999,Adrian,M,25,136,0,Ireland,IRE
1999,Bradley,M,23,144,0,Ireland,IRE
1999,Conall,M,22,149,0,Ireland,IRE
1999,Dillon,M,59,86,0,Ireland,IRE
1999,Eanna,M,16,177,0,Ireland,IRE
1999,Justin,M,22,149,0,Ireland,IRE
1999,Marc,M,22,149,0,Ireland,IRE
1999,Damien,M,25,136,0,Ireland,IRE
1999,Muhammad,M,3,379,0,Ireland,IRE
1999,Henry,M,21,156,0,Ireland,IRE
1999,Glen,M,44,105,0,Ireland,IRE
1999,Zack,M,5,290,0,Ireland,IRE
1999,Reuben,M,6,266,0,Ireland,IRE
1999,Timothy,M,36,118,0,Ireland,IRE
1999,Jan,M,4,330,0,Ireland,IRE
1999,Barry,M,56,89,0,Ireland,IRE
1999,Blake,M,8,222,0,Ireland,IRE
1999,Bryan,M,19,161,0,Ireland,IRE
1999,Tiarnan,M,12,197,0,Ireland,IRE
1999,Declan,M,45,103,0,Ireland,IRE
1999,Emmet,M,26,133,0,Ireland,IRE
1999,Hayden,M,5,290,0,Ireland,IRE
1999,Jordan,M,308,20,0,Ireland,IRE
1999,Donal,M,52,92,0,Ireland,IRE
1999,Ian,M,90,64,0,Ireland,IRE
1999,Jude,M,4,330,0,Ireland,IRE
1999,Victor,M,7,241,0,Ireland,IRE
1999,Eamon,M,21,156,0,Ireland,IRE
1999,Fiachra,M,19,161,0,Ireland,IRE
1999,Gabriel,M,6,266,0,Ireland,IRE
1999,Donncha,M,4,330,0,Ireland,IRE
1999,Elliot,M,13,189,0,Ireland,IRE
1999,Gary,M,82,72,0,Ireland,IRE
1999,Ivan,M,8,222,0,Ireland,IRE
1999,Joey,M,3,379,0,Ireland,IRE
1999,Kai,M,5,290,0,Ireland,IRE
1999,Neil,M,47,97,0,Ireland,IRE
1999,Pierce,M,19,161,0,Ireland,IRE
1999,Enda,M,25,136,0,Ireland,IRE
1999,Hugo,M,14,184,0,Ireland,IRE
1999,Jesse,M,13,189,0,Ireland,IRE
1999,Lukas,M,5,290,0,Ireland,IRE
1999,Morgan,M,39,110,0,Ireland,IRE
1999,Vincent,M,17,169,0,Ireland,IRE
1999,Troy,M,8,222,0,Ireland,IRE
1999,Zachary,M,21,156,0,Ireland,IRE
1999,Arthur,M,4,330,0,Ireland,IRE
1999,Donagh,M,10,203,0,Ireland,IRE
1999,Noel,M,22,149,0,Ireland,IRE
1999,Theo,M,4,330,0,Ireland,IRE
1999,Bernard,M,13,189,0,Ireland,IRE
1999,Eamonn,M,17,169,0,Ireland,IRE
1999,Emmanuel,M,11,201,0,Ireland,IRE
1999,Pearse,M,10,203,0,Ireland,IRE
1999,Travis,M,4,330,0,Ireland,IRE
1999,Aodhan,M,5,290,0,Ireland,IRE
1999,Euan,M,3,379,0,Ireland,IRE
1999,Mathew,M,8,222,0,Ireland,IRE
1999,Mohammad,M,4,330,0,Ireland,IRE
1999,Raymond,M,23,144,0,Ireland,IRE
1999,Tony,M,16,177,0,Ireland,IRE
1999,Conal,M,5,290,0,Ireland,IRE
1999,Conn,M,6,266,0,Ireland,IRE
1999,Dominic,M,20,160,0,Ireland,IRE
1999,Fintan,M,10,203,0,Ireland,IRE
1999,Padraic,M,17,169,0,Ireland,IRE
1999,Ali,M,7,241,0,Ireland,IRE
1999,Kane,M,5,290,0,Ireland,IRE
1999,Naoise,M,7,241,0,Ireland,IRE
1999,Ruadhan,M,7,241,0,Ireland,IRE
1999,Bailey,M,6,266,0,Ireland,IRE
1999,Clayton,M,10,203,0,Ireland,IRE
1999,Conan,M,5,290,0,Ireland,IRE
1999,Felix,M,3,379,0,Ireland,IRE
1999,Francis,M,21,156,0,Ireland,IRE
1999,Frank,M,15,180,0,Ireland,IRE
1999,Johnny,M,8,222,0,Ireland,IRE
1999,Rowan,M,7,241,0,Ireland,IRE
1999,Wayne,M,6,266,0,Ireland,IRE
1999,Zak,M,4,330,0,Ireland,IRE
1999,Aran,M,22,149,0,Ireland,IRE
1999,Carl,M,31,124,0,Ireland,IRE
1999,Derek,M,25,136,0,Ireland,IRE
1999,Myles,M,13,189,0,Ireland,IRE
1999,Ahmed,M,6,266,0,Ireland,IRE
1999,Alexandru,M,3,379,0,Ireland,IRE
1999,Desmond,M,9,214,0,Ireland,IRE
1999,Elliott,M,4,330,0,Ireland,IRE
1999,Ferdia,M,6,266,0,Ireland,IRE
1999,Fionnan,M,6,266,0,Ireland,IRE
1999,Harrison,M,4,330,0,Ireland,IRE
1999,Mohammed,M,8,222,0,Ireland,IRE
1999,Nicolas,M,3,379,0,Ireland,IRE
1999,Olan,M,8,222,0,Ireland,IRE
1999,Robbie,M,8,222,0,Ireland,IRE
1999,Roy,M,5,290,0,Ireland,IRE
1999,Stefan,M,9,214,0,Ireland,IRE
1999,Dermot,M,7,241,0,Ireland,IRE
1999,Glenn,M,36,118,0,Ireland,IRE
1999,Kenneth,M,18,167,0,Ireland,IRE
1999,Laurence,M,10,203,0,Ireland,IRE
1999,Marco,M,5,290,0,Ireland,IRE
1999,Ultan,M,7,241,0,Ireland,IRE
1999,Warren,M,24,141,0,Ireland,IRE
1999,Austin,M,7,241,0,Ireland,IRE
1999,Davin,M,4,330,0,Ireland,IRE
1999,Donnchadh,M,6,266,0,Ireland,IRE
1999,Graham,M,39,110,0,Ireland,IRE
1999,Jeremiah,M,8,222,0,Ireland,IRE
1999,Jerry,M,5,290,0,Ireland,IRE
1999,Kealan,M,10,203,0,Ireland,IRE
1999,Tim,M,5,290,0,Ireland,IRE
1999,Aron,M,8,222,0,Ireland,IRE
1999,Bill,M,7,241,0,Ireland,IRE
1999,Caoimhin,M,4,330,0,Ireland,IRE
1999,Dan,M,3,379,0,Ireland,IRE
1999,Derry,M,3,379,0,Ireland,IRE
1999,Devin,M,7,241,0,Ireland,IRE
1999,Fionan,M,5,290,0,Ireland,IRE
1999,Gregory,M,7,241,0,Ireland,IRE
1999,Jeremy,M,5,290,0,Ireland,IRE
1999,Rossa,M,3,379,0,Ireland,IRE
1999,Andre,M,3,379,0,Ireland,IRE
1999,Antonio,M,3,379,0,Ireland,IRE
1999,Cory,M,9,214,0,Ireland,IRE
1999,Eli,M,3,379,0,Ireland,IRE
1999,Fergal,M,18,167,0,Ireland,IRE
1999,Jim,M,6,266,0,Ireland,IRE
1999,Kelvin,M,17,169,0,Ireland,IRE
1999,Leigh,M,14,184,0,Ireland,IRE
1999,Malachy,M,3,379,0,Ireland,IRE
1999,Nathaniel,M,3,379,0,Ireland,IRE
1999,Pauric,M,9,214,0,Ireland,IRE
1999,Saul,M,3,379,0,Ireland,IRE
1999,Ted,M,3,379,0,Ireland,IRE
1999,Turlough,M,4,330,0,Ireland,IRE
1999,Aiden,M,9,214,0,Ireland,IRE
1999,Albert,M,3,379,0,Ireland,IRE
1999,Andy,M,3,379,0,Ireland,IRE
1999,Daryl,M,19,161,0,Ireland,IRE
1999,Devon,M,4,330,0,Ireland,IRE
1999,Finnan,M,3,379,0,Ireland,IRE
1999,Frederick,M,6,266,0,Ireland,IRE
1999,Hamza,M,4,330,0,Ireland,IRE
1999,Kilian,M,5,290,0,Ireland,IRE
1999,Maurice,M,12,197,0,Ireland,IRE
1999,Ned,M,3,379,0,Ireland,IRE
1999,Chris,M,4,330,0,Ireland,IRE
1999,Cornelius,M,6,266,0,Ireland,IRE
1999,Dion,M,23,144,0,Ireland,IRE
1999,Eugene,M,7,241,0,Ireland,IRE
1999,Gareth,M,23,144,0,Ireland,IRE
1999,Johnathan,M,3,379,0,Ireland,IRE
1999,Julian,M,5,290,0,Ireland,IRE
1999,Kaylem,M,4,330,0,Ireland,IRE
1999,Levi,M,7,241,0,Ireland,IRE
1999,Maxwell,M,5,290,0,Ireland,IRE
1999,Robin,M,3,379,0,Ireland,IRE
1999,Trevor,M,7,241,0,Ireland,IRE
1999,Abdul,M,3,379,0,Ireland,IRE
1999,Ahmad,M,3,379,0,Ireland,IRE
1999,Brion,M,5,290,0,Ireland,IRE
1999,Cailum,M,5,290,0,Ireland,IRE
1999,Casey,M,4,330,0,Ireland,IRE
1999,Damian,M,10,203,0,Ireland,IRE
1999,Dennis,M,5,290,0,Ireland,IRE
1999,Iain,M,6,266,0,Ireland,IRE
1999,Jeffrey,M,7,241,0,Ireland,IRE
1999,Jimmy,M,4,330,0,Ireland,IRE
1999,Keane,M,6,266,0,Ireland,IRE
1999,Larry,M,4,330,0,Ireland,IRE
1999,Leonard,M,6,266,0,Ireland,IRE
1999,Peadar,M,3,379,0,Ireland,IRE
1999,Stuart,M,7,241,0,Ireland,IRE
1999,Terry,M,6,266,0,Ireland,IRE
1999,Arran,M,6,266,0,Ireland,IRE
1999,Byron,M,5,290,0,Ireland,IRE
1999,Carlos,M,3,379,0,Ireland,IRE
1999,Colum,M,4,330,0,Ireland,IRE
1999,Conrad,M,3,379,0,Ireland,IRE
1999,Dane,M,4,330,0,Ireland,IRE
1999,Dominick,M,4,330,0,Ireland,IRE
1999,Edmund,M,4,330,0,Ireland,IRE
1999,Jared,M,5,290,0,Ireland,IRE
1999,Kalum,M,3,379,0,Ireland,IRE
1999,Keenan,M,6,266,0,Ireland,IRE
1999,Kelan,M,5,290,0,Ireland,IRE
1999,Raphael,M,3,379,0,Ireland,IRE
1999,Regan,M,4,330,0,Ireland,IRE
1999,Ricky,M,3,379,0,Ireland,IRE
1999,Terence,M,7,241,0,Ireland,IRE
1999,Wesley,M,8,222,0,Ireland,IRE
1999,Allan,M,3,379,0,Ireland,IRE
1999,Arron,M,14,184,0,Ireland,IRE
