Year,Name,Sex,Count,IRE-Rank,USA-State-Total,Country,State
1987,Pamela,F,79,94,0,Ireland,IRE
1987,Selena,F,7,362,0,Ireland,IRE
1987,Tammy,F,13,272,0,Ireland,IRE
1987,Therese,F,35,152,0,Ireland,IRE
1987,Yvonne,F,126,64,0,Ireland,IRE
1987,Alva,F,4,446,0,Ireland,IRE
1987,Anita,F,65,105,0,Ireland,IRE
1987,Antonia,F,4,446,0,Ireland,IRE
1987,Cait,F,6,386,0,Ireland,IRE
1987,Ceara,F,6,386,0,Ireland,IRE
1987,Celina,F,5,417,0,Ireland,IRE
1987,Dervla,F,5,417,0,Ireland,IRE
1987,Geraldine,F,62,107,0,Ireland,IRE
1987,Gina,F,16,242,0,Ireland,IRE
1987,Irene,F,27,181,0,Ireland,IRE
1987,Jacinta,F,34,158,0,Ireland,IRE
1987,Joan,F,26,188,0,Ireland,IRE
1987,Keri,F,3,488,0,Ireland,IRE
1987,Kirsty,F,23,200,0,Ireland,IRE
1987,Kylie,F,3,488,0,Ireland,IRE
1987,Marion,F,42,136,0,Ireland,IRE
1987,Norah,F,12,287,0,Ireland,IRE
1987,Olive,F,15,256,0,Ireland,IRE
1987,Olwyn,F,3,488,0,Ireland,IRE
1987,Penelope,F,3,488,0,Ireland,IRE
1987,Regina,F,34,158,0,Ireland,IRE
1987,Rosanna,F,10,310,0,Ireland,IRE
1987,Sabina,F,3,488,0,Ireland,IRE
1987,Selina,F,16,242,0,Ireland,IRE
1987,Wendy,F,13,272,0,Ireland,IRE
1987,Winifred,F,13,272,0,Ireland,IRE
1987,Adrienne,F,12,287,0,Ireland,IRE
1987,Aedin,F,4,446,0,Ireland,IRE
1987,Aifric,F,5,417,0,Ireland,IRE
1987,Ailis,F,5,417,0,Ireland,IRE
1987,Allison,F,10,310,0,Ireland,IRE
1987,Alma,F,16,242,0,Ireland,IRE
1987,Annmarie,F,6,386,0,Ireland,IRE
1987,Audrey,F,51,119,0,Ireland,IRE
1987,Bebhinn,F,7,362,0,Ireland,IRE
1987,Brona,F,16,242,0,Ireland,IRE
1987,Cecilia,F,5,417,0,Ireland,IRE
1987,Ceire,F,5,417,0,Ireland,IRE
1987,Chantal,F,3,488,0,Ireland,IRE
1987,Charlene,F,73,98,0,Ireland,IRE
1987,Colette,F,33,160,0,Ireland,IRE
1987,Edith,F,3,488,0,Ireland,IRE
1987,Etain,F,3,488,0,Ireland,IRE
1987,Frances,F,42,136,0,Ireland,IRE
1987,Juliana,F,4,446,0,Ireland,IRE
1987,Kristine,F,5,417,0,Ireland,IRE
1987,Lavinia,F,3,488,0,Ireland,IRE
1987,Lindsey,F,23,200,0,Ireland,IRE
1987,Lyndsey,F,43,134,0,Ireland,IRE
1987,Mandy,F,16,242,0,Ireland,IRE
1987,Marian,F,134,57,0,Ireland,IRE
1987,Marianne,F,9,329,0,Ireland,IRE
1987,Maureen,F,23,200,0,Ireland,IRE
1987,Agnes,F,4,446,0,Ireland,IRE
1987,Barbara,F,31,164,0,Ireland,IRE
1987,Bernice,F,6,386,0,Ireland,IRE
1987,Breda,F,22,210,0,Ireland,IRE
1987,Bridie,F,6,386,0,Ireland,IRE
1987,Cindy,F,4,446,0,Ireland,IRE
1987,Dorothy,F,7,362,0,Ireland,IRE
1987,Eibhlin,F,10,310,0,Ireland,IRE
1987,Eithne,F,5,417,0,Ireland,IRE
1987,Florence,F,5,417,0,Ireland,IRE
1987,Hanora,F,4,446,0,Ireland,IRE
1987,Ide,F,8,348,0,Ireland,IRE
1987,Ingrid,F,3,488,0,Ireland,IRE
1987,Liana,F,3,488,0,Ireland,IRE
1987,Moira,F,10,310,0,Ireland,IRE
1987,Rhona,F,8,348,0,Ireland,IRE
1987,Rosemarie,F,11,296,0,Ireland,IRE
1987,Sheila,F,41,138,0,Ireland,IRE
1987,Sile,F,13,272,0,Ireland,IRE
1987,Sonia,F,19,225,0,Ireland,IRE
1987,Sonya,F,25,192,0,Ireland,IRE
1987,Tina,F,12,287,0,Ireland,IRE
1987,Treasa,F,10,310,0,Ireland,IRE
1987,Vicky,F,11,296,0,Ireland,IRE
1987,Violet,F,4,446,0,Ireland,IRE
1987,Alyson,F,6,386,0,Ireland,IRE
1987,Angeline,F,3,488,0,Ireland,IRE
1987,Anneka,F,3,488,0,Ireland,IRE
1987,Annemarie,F,3,488,0,Ireland,IRE
1987,Annette,F,26,188,0,Ireland,IRE
1987,Antoinette,F,26,188,0,Ireland,IRE
1987,Arlene,F,27,181,0,Ireland,IRE
1987,Ashton,F,3,488,0,Ireland,IRE
1987,Assumpta,F,3,488,0,Ireland,IRE
1987,Averil,F,3,488,0,Ireland,IRE
1987,Belinda,F,7,362,0,Ireland,IRE
1987,Beverley,F,5,417,0,Ireland,IRE
1987,Brenda,F,38,143,0,Ireland,IRE
1987,Carina,F,10,310,0,Ireland,IRE
1987,Carole,F,6,386,0,Ireland,IRE
1987,Carolyn,F,7,362,0,Ireland,IRE
1987,Catherina,F,9,329,0,Ireland,IRE
1987,Cathriona,F,16,242,0,Ireland,IRE
1987,Charmaine,F,3,488,0,Ireland,IRE
1987,Cheryl,F,13,272,0,Ireland,IRE
1987,Clair,F,17,239,0,Ireland,IRE
1987,Claudine,F,3,488,0,Ireland,IRE
1987,Coleen,F,3,488,0,Ireland,IRE
1987,Collette,F,5,417,0,Ireland,IRE
1987,Corina,F,3,488,0,Ireland,IRE
1987,Crona,F,3,488,0,Ireland,IRE
1987,Danika,F,9,329,0,Ireland,IRE
1987,Darina,F,7,362,0,Ireland,IRE
1987,Debbie,F,6,386,0,Ireland,IRE
1987,Debra,F,11,296,0,Ireland,IRE
1987,Dolores,F,4,446,0,Ireland,IRE
1987,Dominique,F,4,446,0,Ireland,IRE
1987,Doreen,F,6,386,0,Ireland,IRE
1987,Dympna,F,3,488,0,Ireland,IRE
1987,Eavan,F,5,417,0,Ireland,IRE
1987,Edwina,F,23,200,0,Ireland,IRE
1987,Elma,F,5,417,0,Ireland,IRE
1987,Ena,F,4,446,0,Ireland,IRE
1987,Ethel,F,3,488,0,Ireland,IRE
1987,Fidelma,F,9,329,0,Ireland,IRE
1987,Finola,F,7,362,0,Ireland,IRE
1987,Gail,F,4,446,0,Ireland,IRE
1987,Gertrude,F,3,488,0,Ireland,IRE
1987,Honora,F,3,488,0,Ireland,IRE
1987,Imelda,F,16,242,0,Ireland,IRE
1987,Ita,F,5,417,0,Ireland,IRE
1987,Jacintha,F,8,348,0,Ireland,IRE
1987,Jackie,F,3,488,0,Ireland,IRE
1987,Janet,F,20,218,0,Ireland,IRE
1987,Janette,F,6,386,0,Ireland,IRE
1987,Janice,F,24,198,0,Ireland,IRE
1987,Janine,F,13,272,0,Ireland,IRE
1987,Jeanette,F,10,310,0,Ireland,IRE
1987,Jeanne,F,3,488,0,Ireland,IRE
1987,Joleen,F,4,446,0,Ireland,IRE
1987,Jolene,F,5,417,0,Ireland,IRE
1987,Justine,F,14,262,0,Ireland,IRE
1987,Karena,F,6,386,0,Ireland,IRE
1987,Katharine,F,4,446,0,Ireland,IRE
1987,Kathrina,F,6,386,0,Ireland,IRE
1987,Kathy,F,13,272,0,Ireland,IRE
1987,Keara,F,4,446,0,Ireland,IRE
1987,Kelley,F,16,242,0,Ireland,IRE
1987,Kirstie,F,4,446,0,Ireland,IRE
1987,Laurie,F,7,362,0,Ireland,IRE
1987,Lean,F,4,446,0,Ireland,IRE
1987,Leann,F,14,262,0,Ireland,IRE
1987,Lee,F,10,310,0,Ireland,IRE
1987,Leigh,F,5,417,0,Ireland,IRE
1987,Lesley,F,32,163,0,Ireland,IRE
1987,Leslie,F,10,310,0,Ireland,IRE
1987,Lianne,F,10,310,0,Ireland,IRE
1987,Lindsay,F,23,200,0,Ireland,IRE
1987,Loraine,F,8,348,0,Ireland,IRE
1987,Loretta,F,11,296,0,Ireland,IRE
1987,Lucinda,F,6,386,0,Ireland,IRE
1987,Lynda,F,21,215,0,Ireland,IRE
1987,Lyndsay,F,9,329,0,Ireland,IRE
1987,Lynette,F,3,488,0,Ireland,IRE
1987,Lynn,F,35,152,0,Ireland,IRE
1987,Lynne,F,13,272,0,Ireland,IRE
1987,Lynsey,F,36,147,0,Ireland,IRE
1987,Majella,F,14,262,0,Ireland,IRE
1987,Marcella,F,16,242,0,Ireland,IRE
1987,Marguerite,F,17,239,0,Ireland,IRE
1987,Marilyn,F,3,488,0,Ireland,IRE
1987,Marisa,F,3,488,0,Ireland,IRE
1987,Melinda,F,4,446,0,Ireland,IRE
1987,Mellisa,F,3,488,0,Ireland,IRE
1987,Michele,F,7,362,0,Ireland,IRE
1987,Miranda,F,3,488,0,Ireland,IRE
1987,Nakita,F,9,329,0,Ireland,IRE
1987,Naoimh,F,4,446,0,Ireland,IRE
1987,Nathalie,F,4,446,0,Ireland,IRE
1987,Nichola,F,20,218,0,Ireland,IRE
1987,Noeleen,F,8,348,0,Ireland,IRE
1987,Noirin,F,7,362,0,Ireland,IRE
1987,Noleen,F,5,417,0,Ireland,IRE
1987,Noreen,F,41,138,0,Ireland,IRE
1987,Norma,F,12,287,0,Ireland,IRE
1987,Nuala,F,11,296,0,Ireland,IRE
1987,Olwen,F,4,446,0,Ireland,IRE
1987,Oonagh,F,13,272,0,Ireland,IRE
1987,Orfhlaith,F,3,488,0,Ireland,IRE
1987,Ornaith,F,3,488,0,Ireland,IRE
1987,Patrice,F,18,232,0,Ireland,IRE
1987,Pauline,F,31,164,0,Ireland,IRE
1987,Philippa,F,5,417,0,Ireland,IRE
1987,Priscilla,F,7,362,0,Ireland,IRE
1987,Rosaleen,F,15,256,0,Ireland,IRE
1987,Rosalind,F,3,488,0,Ireland,IRE
1987,Roseann,F,9,329,0,Ireland,IRE
1987,Roseanna,F,6,386,0,Ireland,IRE
1987,Roseanne,F,4,446,0,Ireland,IRE
1987,Rosita,F,3,488,0,Ireland,IRE
1987,Roslyn,F,3,488,0,Ireland,IRE
1987,Rowena,F,7,362,0,Ireland,IRE
1987,Serina,F,3,488,0,Ireland,IRE
1987,Sheelagh,F,4,446,0,Ireland,IRE
1987,Shelley,F,5,417,0,Ireland,IRE
1987,Shelly,F,4,446,0,Ireland,IRE
1987,Shirley,F,14,262,0,Ireland,IRE
1987,Siobhain,F,20,218,0,Ireland,IRE
1987,Sonja,F,3,488,0,Ireland,IRE
1987,Susanne,F,11,296,0,Ireland,IRE
1987,Tania,F,5,417,0,Ireland,IRE
1987,Terri,F,8,348,0,Ireland,IRE
1987,Thelma,F,10,310,0,Ireland,IRE
1987,Tracey,F,90,81,0,Ireland,IRE
1987,Trina,F,6,386,0,Ireland,IRE
1987,Triona,F,25,192,0,Ireland,IRE
1987,Trudy,F,3,488,0,Ireland,IRE
1987,Ursula,F,7,362,0,Ireland,IRE
1987,Vicki,F,12,287,0,Ireland,IRE
1987,Virginia,F,4,446,0,Ireland,IRE
1987,Yvette,F,8,348,0,Ireland,IRE
1987,Zita,F,4,446,0,Ireland,IRE
1987,Ashleen,F,3,488,0,Ireland,IRE
1987,Bernadine,F,3,488,0,Ireland,IRE
1987,Breege,F,3,488,0,Ireland,IRE
1987,Cathrina,F,3,488,0,Ireland,IRE
1987,Charleen,F,3,488,0,Ireland,IRE
1987,Charline,F,3,488,0,Ireland,IRE
1987,Corinna,F,4,446,0,Ireland,IRE
1987,Corinne,F,4,446,0,Ireland,IRE
1987,Glenda,F,4,446,0,Ireland,IRE
1987,Janis,F,4,446,0,Ireland,IRE
1987,Joann,F,5,417,0,Ireland,IRE
1987,Joelene,F,3,488,0,Ireland,IRE
1987,Juliann,F,3,488,0,Ireland,IRE
1987,Karrie,F,3,488,0,Ireland,IRE
1987,Leeann,F,9,329,0,Ireland,IRE
1987,Leeanne,F,6,386,0,Ireland,IRE
1987,Leone,F,3,488,0,Ireland,IRE
1987,Liane,F,3,488,0,Ireland,IRE
1987,Marita,F,9,329,0,Ireland,IRE
1987,Meghann,F,3,488,0,Ireland,IRE
1987,Mellissa,F,6,386,0,Ireland,IRE
1987,Phyllis,F,4,446,0,Ireland,IRE
1987,Rosanne,F,3,488,0,Ireland,IRE
1987,Rosina,F,3,488,0,Ireland,IRE
1987,Seline,F,4,446,0,Ireland,IRE
1987,Stacy,F,14,262,0,Ireland,IRE
1987,Steacy,F,3,488,0,Ireland,IRE
1987,Treacy,F,4,446,0,Ireland,IRE
1987,Yolanda,F,4,446,0,Ireland,IRE
1987,Zowie,F,3,488,0,Ireland,IRE
1988,Sarah,F,921,1,0,Ireland,IRE
1988,Emma,F,613,3,0,Ireland,IRE
1988,Ella,F,6,381,0,Ireland,IRE
1988,Katie,F,122,60,0,Ireland,IRE
1988,Sophie,F,30,163,0,Ireland,IRE
1988,Ava,F,4,442,0,Ireland,IRE
1988,Aoife,F,471,10,0,Ireland,IRE
1988,Emily,F,74,91,0,Ireland,IRE
1988,Grace,F,196,29,0,Ireland,IRE
1988,Kate,F,151,45,0,Ireland,IRE
1988,Amy,F,347,14,0,Ireland,IRE
1988,Ciara,F,564,5,0,Ireland,IRE
1988,Hannah,F,62,106,0,Ireland,IRE
1988,Lucy,F,32,157,0,Ireland,IRE
1988,Chloe,F,52,115,0,Ireland,IRE
1988,Leah,F,42,132,0,Ireland,IRE
1988,Caoimhe,F,79,85,0,Ireland,IRE
1988,Niamh,F,514,6,0,Ireland,IRE
1988,Rachel,F,346,15,0,Ireland,IRE
1988,Anna,F,107,69,0,Ireland,IRE
1988,Jessica,F,149,46,0,Ireland,IRE
1988,Lauren,F,73,94,0,Ireland,IRE
1988,Mia,F,3,492,0,Ireland,IRE
1988,Rebecca,F,194,30,0,Ireland,IRE
1988,Saoirse,F,10,304,0,Ireland,IRE
1988,Roisin,F,138,51,0,Ireland,IRE
1988,Lily,F,4,442,0,Ireland,IRE
1988,Megan,F,58,110,0,Ireland,IRE
1988,Holly,F,26,177,0,Ireland,IRE
1988,Laura,F,771,2,0,Ireland,IRE
1988,Ellen,F,72,95,0,Ireland,IRE
1988,Aisling,F,340,16,0,Ireland,IRE
1988,Aine,F,188,33,0,Ireland,IRE
1988,Nicole,F,83,84,0,Ireland,IRE
1988,Clodagh,F,48,122,0,Ireland,IRE
1988,Erin,F,19,214,0,Ireland,IRE
1988,Eva,F,18,222,0,Ireland,IRE
1988,Olivia,F,42,132,0,Ireland,IRE
1988,Isabelle,F,6,381,0,Ireland,IRE
1988,Abigail,F,7,359,0,Ireland,IRE
1988,Tara,F,164,41,0,Ireland,IRE
1988,Amelia,F,7,359,0,Ireland,IRE
1988,Julia,F,23,191,0,Ireland,IRE
1988,Shauna,F,62,106,0,Ireland,IRE
1988,Eimear,F,148,48,0,Ireland,IRE
1988,Sophia,F,15,252,0,Ireland,IRE
1988,Zoe,F,33,153,0,Ireland,IRE
1988,Kayleigh,F,14,262,0,Ireland,IRE
1988,Robyn,F,16,237,0,Ireland,IRE
1988,Mary,F,505,7,0,Ireland,IRE
1988,Maria,F,198,27,0,Ireland,IRE
1988,Orla,F,194,30,0,Ireland,IRE
1988,Alannah,F,5,407,0,Ireland,IRE
1988,Elizabeth,F,177,37,0,Ireland,IRE
1988,Aimee,F,49,119,0,Ireland,IRE
1988,Sinead,F,460,11,0,Ireland,IRE
1988,Isabel,F,3,492,0,Ireland,IRE
1988,Alexandra,F,18,222,0,Ireland,IRE
1988,Cara,F,13,270,0,Ireland,IRE
1988,Sadhbh,F,6,381,0,Ireland,IRE
1988,Shannon,F,7,359,0,Ireland,IRE
1988,Isabella,F,4,442,0,Ireland,IRE
1988,Eve,F,8,344,0,Ireland,IRE
1988,Orlaith,F,32,157,0,Ireland,IRE
1988,Victoria,F,78,89,0,Ireland,IRE
1988,Maeve,F,67,101,0,Ireland,IRE
1988,Alice,F,48,122,0,Ireland,IRE
1988,Zara,F,20,203,0,Ireland,IRE
1988,Sara,F,70,98,0,Ireland,IRE
1988,Aoibhinn,F,4,442,0,Ireland,IRE
1988,Charlotte,F,29,166,0,Ireland,IRE
1988,Clara,F,16,237,0,Ireland,IRE
1988,Jasmine,F,4,442,0,Ireland,IRE
1988,Faye,F,7,359,0,Ireland,IRE
1988,Hazel,F,65,103,0,Ireland,IRE
1988,Isobel,F,5,407,0,Ireland,IRE
1988,Aoibheann,F,11,290,0,Ireland,IRE
1988,Muireann,F,24,185,0,Ireland,IRE
1988,Alisha,F,5,407,0,Ireland,IRE
1988,Lara,F,10,304,0,Ireland,IRE
1988,Jennifer,F,496,9,0,Ireland,IRE
1988,Jane,F,79,85,0,Ireland,IRE
1988,Heather,F,39,143,0,Ireland,IRE
1988,Ruth,F,131,55,0,Ireland,IRE
1988,Grainne,F,143,49,0,Ireland,IRE
1988,Louise,F,401,13,0,Ireland,IRE
1988,Michaela,F,10,304,0,Ireland,IRE
1988,Michelle,F,501,8,0,Ireland,IRE
1988,Gemma,F,103,70,0,Ireland,IRE
1988,Alicia,F,11,290,0,Ireland,IRE
1988,Leona,F,39,143,0,Ireland,IRE
1988,Ailbhe,F,30,163,0,Ireland,IRE
1988,Alanna,F,10,304,0,Ireland,IRE
1988,Fiona,F,289,20,0,Ireland,IRE
1988,Meabh,F,10,304,0,Ireland,IRE
1988,Alison,F,125,58,0,Ireland,IRE
1988,Catherine,F,339,17,0,Ireland,IRE
1988,Danielle,F,201,25,0,Ireland,IRE
1988,Naomi,F,39,143,0,Ireland,IRE
1988,Nicola,F,267,21,0,Ireland,IRE
1988,Doireann,F,21,200,0,Ireland,IRE
1988,Lisa,F,581,4,0,Ireland,IRE
1988,Margaret,F,227,22,0,Ireland,IRE
1988,Siofra,F,7,359,0,Ireland,IRE
1988,Sorcha,F,33,153,0,Ireland,IRE
1988,Jodie,F,6,381,0,Ireland,IRE
1988,Andrea,F,95,77,0,Ireland,IRE
1988,Kelly,F,136,52,0,Ireland,IRE
1988,Annie,F,20,203,0,Ireland,IRE
1988,Laoise,F,5,407,0,Ireland,IRE
1988,Naoise,F,5,407,0,Ireland,IRE
1988,Vanessa,F,67,101,0,Ireland,IRE
1988,Leanne,F,198,27,0,Ireland,IRE
1988,Alana,F,7,359,0,Ireland,IRE
1988,Claire,F,427,12,0,Ireland,IRE
1988,Emer,F,92,78,0,Ireland,IRE
1988,Siobhan,F,199,26,0,Ireland,IRE
1988,Hayley,F,23,191,0,Ireland,IRE
1988,Eleanor,F,31,162,0,Ireland,IRE
1988,Keelin,F,5,407,0,Ireland,IRE
1988,Shona,F,22,194,0,Ireland,IRE
1988,Casey,F,3,492,0,Ireland,IRE
1988,Jade,F,20,203,0,Ireland,IRE
1988,Keira,F,9,329,0,Ireland,IRE
1988,Carla,F,19,214,0,Ireland,IRE
1988,Kathleen,F,116,63,0,Ireland,IRE
1988,Cora,F,16,237,0,Ireland,IRE
1988,Gabrielle,F,6,381,0,Ireland,IRE
1988,Hollie,F,7,359,0,Ireland,IRE
1988,Rose,F,28,168,0,Ireland,IRE
1988,Bridget,F,103,70,0,Ireland,IRE
1988,Julie,F,99,74,0,Ireland,IRE
1988,Melissa,F,108,66,0,Ireland,IRE
1988,Natasha,F,90,81,0,Ireland,IRE
1988,Erica,F,22,194,0,Ireland,IRE
1988,Rachael,F,61,108,0,Ireland,IRE
1988,Jenna,F,21,200,0,Ireland,IRE
1988,Lucia,F,4,442,0,Ireland,IRE
1988,Stephanie,F,154,43,0,Ireland,IRE
1988,Christina,F,108,66,0,Ireland,IRE
1988,Cliodhna,F,13,270,0,Ireland,IRE
1988,Martha,F,18,222,0,Ireland,IRE
1988,Riona,F,5,407,0,Ireland,IRE
1988,Elena,F,7,359,0,Ireland,IRE
1988,Ashley,F,32,157,0,Ireland,IRE
1988,Yasmin,F,3,492,0,Ireland,IRE
1988,Amanda,F,216,23,0,Ireland,IRE
1988,Claudia,F,9,329,0,Ireland,IRE
1988,Dearbhla,F,12,280,0,Ireland,IRE
1988,Bronagh,F,11,290,0,Ireland,IRE
1988,Eadaoin,F,17,232,0,Ireland,IRE
1988,Kellie,F,35,150,0,Ireland,IRE
1988,Lydia,F,43,130,0,Ireland,IRE
1988,Nadia,F,16,237,0,Ireland,IRE
1988,Nora,F,50,116,0,Ireland,IRE
1988,Sasha,F,6,381,0,Ireland,IRE
1988,Lena,F,8,344,0,Ireland,IRE
1988,Aishling,F,40,142,0,Ireland,IRE
1988,Cliona,F,26,177,0,Ireland,IRE
1988,Kirsten,F,4,442,0,Ireland,IRE
1988,Nadine,F,32,157,0,Ireland,IRE
1988,Aideen,F,41,136,0,Ireland,IRE
1988,Caragh,F,5,407,0,Ireland,IRE
1988,Courtney,F,5,407,0,Ireland,IRE
1988,Helena,F,46,124,0,Ireland,IRE
1988,Katherine,F,61,108,0,Ireland,IRE
1988,Patricia,F,113,65,0,Ireland,IRE
1988,Blathnaid,F,10,304,0,Ireland,IRE
1988,Diana,F,10,304,0,Ireland,IRE
1988,Joanna,F,28,168,0,Ireland,IRE
1988,Karen,F,309,18,0,Ireland,IRE
1988,Carly,F,14,262,0,Ireland,IRE
1988,Chantelle,F,4,442,0,Ireland,IRE
1988,Helen,F,141,50,0,Ireland,IRE
1988,Marie,F,155,42,0,Ireland,IRE
1988,Sharon,F,176,39,0,Ireland,IRE
1988,Ashling,F,69,99,0,Ireland,IRE
1988,Edel,F,127,56,0,Ireland,IRE
1988,Heidi,F,4,442,0,Ireland,IRE
1988,Kim,F,97,75,0,Ireland,IRE
1988,Ann,F,180,35,0,Ireland,IRE
1988,Elisha,F,6,381,0,Ireland,IRE
1988,Maebh,F,4,442,0,Ireland,IRE
1988,Natalie,F,64,104,0,Ireland,IRE
1988,Sally,F,9,329,0,Ireland,IRE
1988,Una,F,44,127,0,Ireland,IRE
1988,Avril,F,55,114,0,Ireland,IRE
1988,Caroline,F,202,24,0,Ireland,IRE
1988,Evelyn,F,24,185,0,Ireland,IRE
1988,Jill,F,19,214,0,Ireland,IRE
1988,Lia,F,7,359,0,Ireland,IRE
1988,Meadhbh,F,10,304,0,Ireland,IRE
1988,Neasa,F,13,270,0,Ireland,IRE
1988,Samantha,F,117,61,0,Ireland,IRE
1988,Stella,F,6,381,0,Ireland,IRE
1988,Annabel,F,3,492,0,Ireland,IRE
1988,Kiera,F,10,304,0,Ireland,IRE
1988,Linda,F,183,34,0,Ireland,IRE
1988,Phoebe,F,3,492,0,Ireland,IRE
1988,Sabrina,F,43,130,0,Ireland,IRE
1988,Ailish,F,20,203,0,Ireland,IRE
1988,Kerri,F,12,280,0,Ireland,IRE
1988,Nikita,F,12,280,0,Ireland,IRE
1988,Sandra,F,100,73,0,Ireland,IRE
1988,Aislinn,F,17,232,0,Ireland,IRE
1988,Daniella,F,4,442,0,Ireland,IRE
1988,Josephine,F,35,150,0,Ireland,IRE
1988,Joy,F,13,270,0,Ireland,IRE
1988,Karina,F,15,252,0,Ireland,IRE
1988,Lana,F,3,492,0,Ireland,IRE
1988,Mairead,F,115,64,0,Ireland,IRE
1988,Melanie,F,24,185,0,Ireland,IRE
1988,April,F,19,214,0,Ireland,IRE
1988,Beatrice,F,3,492,0,Ireland,IRE
1988,Carrie,F,27,173,0,Ireland,IRE
1988,Deirdre,F,191,32,0,Ireland,IRE
1988,Erika,F,8,344,0,Ireland,IRE
1988,Jemma,F,25,180,0,Ireland,IRE
1988,Joanne,F,117,61,0,Ireland,IRE
1988,Lorna,F,87,83,0,Ireland,IRE
1988,Nessa,F,6,381,0,Ireland,IRE
1988,Simone,F,16,237,0,Ireland,IRE
1988,Susan,F,149,46,0,Ireland,IRE
1988,Toni,F,8,344,0,Ireland,IRE
1988,Blaithin,F,10,304,0,Ireland,IRE
1988,Caitriona,F,72,95,0,Ireland,IRE
1988,Eilish,F,20,203,0,Ireland,IRE
1988,Eliza,F,3,492,0,Ireland,IRE
1988,Esther,F,6,381,0,Ireland,IRE
1988,Kerry,F,7,359,0,Ireland,IRE
1988,Meghan,F,10,304,0,Ireland,IRE
1988,Pia,F,3,492,0,Ireland,IRE
1988,Serena,F,14,262,0,Ireland,IRE
1988,Suzanne,F,92,78,0,Ireland,IRE
1988,Veronica,F,19,214,0,Ireland,IRE
1988,Ashleigh,F,12,280,0,Ireland,IRE
1988,Brid,F,36,148,0,Ireland,IRE
1988,Clare,F,124,59,0,Ireland,IRE
1988,Dawn,F,27,173,0,Ireland,IRE
1988,Deborah,F,102,72,0,Ireland,IRE
1988,Jamie,F,33,153,0,Ireland,IRE
1988,Jenny,F,15,252,0,Ireland,IRE
1988,Kathryn,F,33,153,0,Ireland,IRE
1988,Martina,F,91,80,0,Ireland,IRE
1988,Miriam,F,49,119,0,Ireland,IRE
1988,Orlagh,F,15,252,0,Ireland,IRE
1988,Rebekah,F,5,407,0,Ireland,IRE
1988,Angela,F,45,125,0,Ireland,IRE
1988,Angelina,F,6,381,0,Ireland,IRE
1988,Anne,F,165,40,0,Ireland,IRE
1988,Cleo,F,3,492,0,Ireland,IRE
1988,Eileen,F,63,105,0,Ireland,IRE
1988,Francesca,F,5,407,0,Ireland,IRE
1988,Johanna,F,17,232,0,Ireland,IRE
1988,Madeleine,F,3,492,0,Ireland,IRE
1988,Shonagh,F,4,442,0,Ireland,IRE
1988,Stacey,F,79,85,0,Ireland,IRE
1988,Tiffany,F,5,407,0,Ireland,IRE
1988,Anastasia,F,5,407,0,Ireland,IRE
1988,Cathy,F,24,185,0,Ireland,IRE
1988,Gillian,F,152,44,0,Ireland,IRE
1988,Greta,F,3,492,0,Ireland,IRE
1988,Kerrie,F,27,173,0,Ireland,IRE
1988,Kiara,F,5,407,0,Ireland,IRE
1988,Madeline,F,5,407,0,Ireland,IRE
1988,Noelle,F,44,127,0,Ireland,IRE
1988,Valerie,F,36,148,0,Ireland,IRE
1988,Dayna,F,10,304,0,Ireland,IRE
1988,Diane,F,23,191,0,Ireland,IRE
1988,Donna,F,136,52,0,Ireland,IRE
1988,Genevieve,F,9,329,0,Ireland,IRE
1988,Julianne,F,14,262,0,Ireland,IRE
1988,Kimberly,F,16,237,0,Ireland,IRE
1988,Kristina,F,9,329,0,Ireland,IRE
1988,Leanna,F,4,442,0,Ireland,IRE
1988,Lillian,F,5,407,0,Ireland,IRE
1988,Maire,F,38,147,0,Ireland,IRE
1988,Olga,F,4,442,0,Ireland,IRE
1988,Rosemary,F,19,214,0,Ireland,IRE
1988,Seana,F,3,492,0,Ireland,IRE
1988,Vivienne,F,15,252,0,Ireland,IRE
1988,Amie,F,11,290,0,Ireland,IRE
1988,Bernadette,F,58,110,0,Ireland,IRE
1988,Carol,F,96,76,0,Ireland,IRE
1988,Catriona,F,74,91,0,Ireland,IRE
1988,Dara,F,11,290,0,Ireland,IRE
1988,Iona,F,3,492,0,Ireland,IRE
1988,Jacqueline,F,69,99,0,Ireland,IRE
1988,Jayne,F,10,304,0,Ireland,IRE
1988,Jean,F,42,132,0,Ireland,IRE
1988,Leonie,F,13,270,0,Ireland,IRE
1988,Lorraine,F,178,36,0,Ireland,IRE
1988,Maura,F,18,222,0,Ireland,IRE
1988,Orna,F,11,290,0,Ireland,IRE
1988,Sheena,F,12,280,0,Ireland,IRE
1988,Tamara,F,3,492,0,Ireland,IRE
1988,Teresa,F,56,112,0,Ireland,IRE
1988,Adele,F,9,329,0,Ireland,IRE
1988,Brigid,F,41,136,0,Ireland,IRE
1988,Celine,F,14,262,0,Ireland,IRE
1988,Christine,F,126,57,0,Ireland,IRE
1988,Colleen,F,16,237,0,Ireland,IRE
1988,Connie,F,3,492,0,Ireland,IRE
1988,Denise,F,177,37,0,Ireland,IRE
1988,Elaine,F,309,18,0,Ireland,IRE
1988,Fionnuala,F,16,237,0,Ireland,IRE
1988,Hilary,F,11,290,0,Ireland,IRE
1988,Iris,F,3,492,0,Ireland,IRE
1988,Judy,F,5,407,0,Ireland,IRE
1988,Katrina,F,10,304,0,Ireland,IRE
