Year,Names,Sex,Count,Ranks
2016,Jack,M,684.0,2.0
2016,Sean,M,501.0,5.0
2016,Conor,M,558.0,3.0
2016,Daniel,M,558.0,3.0
2016,James,M,688.0,1.0
2016,Adam,M,400.0,7.0
2016,Ryan,M,318.0,19.0
2016,Luke,M,375.0,10.0
2016,Cian,M,344.0,13.0
2016,Michael,M,394.0,9.0
2016,Dylan,M,286.0,23.0
2016,Aaron,M,271.0,24.0
2016,Darragh,M,322.0,16.0
2016,Thomas,M,328.0,15.0
2016,Matthew,M,247.0,29.0
2016,David,M,253.0,27.0
2016,Jamie,M,267.0,26.0
2016,Oisin,M,398.0,8.0
2016,Patrick,M,319.0,18.0
2016,Alex,M,320.0,17.0
2016,John,M,269.0,25.0
2016,Cillian,M,298.0,22.0
2016,Evan,M,216.0,34.0
2016,Eoin,M,135.0,55.0
2016,Shane,M,119.0,64.0
2016,Liam,M,333.0,14.0
2016,Ben,M,250.0,28.0
2016,Jake,M,225.0,33.0
2016,Joshua,M,179.0,44.0
2016,Mark,M,98.0,72.0
2016,Harry,M,374.0,11.0
2016,Fionn,M,308.0,21.0
2016,Joseph,M,153.0,51.0
2016,Callum,M,162.0,48.0
2016,Samuel,M,193.0,38.0
2016,Charlie,M,369.0,12.0
2016,Nathan,M,192.0,39.0
2016,Cathal,M,116.0,65.0
2016,Kyle,M,191.0,40.0
2016,Robert,M,132.0,56.0
2016,Ciaran,M,81.0,90.0
2016,Ronan,M,99.0,71.0
2016,Andrew,M,98.0,72.0
2016,Kevin,M,87.0,81.0
2016,William,M,155.0,50.0
2016,Ethan,M,190.0,41.0
2016,Tadhg,M,228.0,32.0
2016,Rory,M,97.0,74.0
2016,Noah,M,446.0,6.0
2016,Calum,M,25.0,218.0
2016,Brian,M,44.0,146.0
2016,Eoghan,M,101.0,68.0
2016,Cormac,M,85.0,83.0
2016,Finn,M,314.0,20.0
2016,Aidan,M,152.0,52.0
2016,Alexander,M,160.0,49.0
2016,Benjamin,M,128.0,58.0
2016,Rian,M,231.0,31.0
2016,Sam,M,190.0,41.0
2016,Stephen,M,50.0,131.0
2016,Christopher,M,77.0,93.0
2016,Killian,M,83.0,87.0
2016,Josh,M,88.0,78.0
2016,Gavin,M,27.0,209.0
2016,Alan,M,60.0,114.0
2016,Peter,M,68.0,102.0
2016,Scott,M,103.0,67.0
2016,Jason,M,71.0,98.0
2016,Max,M,214.0,35.0
2016,Lee,M,36.0,166.0
2016,Anthony,M,84.0,86.0
2016,Paul,M,35.0,168.0
2016,Martin,M,83.0,87.0
2016,Tom,M,197.0,36.0
2016,Leon,M,128.0,58.0
2016,Niall,M,53.0,125.0
2016,Oliver,M,244.0,30.0
2016,Rhys,M,61.0,113.0
2016,Dean,M,27.0,209.0
2016,Dara,M,71.0,98.0
2016,Oscar,M,172.0,46.0
2016,Colm,M,33.0,177.0
2016,Diarmuid,M,38.0,162.0
2016,Edward,M,81.0,90.0
2016,Jayden,M,125.0,62.0
2016,Christian,M,42.0,149.0
2016,Louis,M,88.0,78.0
2016,Oran,M,54.0,123.0
2016,Padraig,M,52.0,128.0
2016,Charles,M,49.0,134.0
2016,Leo,M,179.0,44.0
2016,Lucas,M,123.0,63.0
2016,Ross,M,39.0,159.0
2016,Cameron,M,26.0,214.0
2016,Jacob,M,195.0,37.0
2016,Kieran,M,30.0,190.0
2016,Brandon,M,20.0,245.0
2016,Ruairi,M,54.0,123.0
2016,Reece,M,35.0,168.0
2016,Tomas,M,85.0,83.0
2016,Isaac,M,71.0,98.0
2016,Kian,M,43.0,147.0
2016,Senan,M,128.0,58.0
2016,Odhran,M,128.0,58.0
2016,Jakub,M,64.0,106.0
2016,Jonathan,M,35.0,168.0
2016,Zach,M,74.0,97.0
2016,Bobby,M,165.0,47.0
2016,Daragh,M,31.0,184.0
2016,Kacper,M,47.0,140.0
2016,Hugh,M,57.0,119.0
2016,Colin,M,16.0,283.0
2016,Craig,M,12.0,345.0
2016,Lorcan,M,75.0,96.0
2016,Richard,M,41.0,150.0
2016,Owen,M,25.0,218.0
2016,Connor,M,16.0,283.0
2016,Donnacha,M,101.0,68.0
2016,Micheal,M,48.0,136.0
2016,Billy,M,91.0,77.0
2016,Tristan,M,30.0,190.0
2016,Darren,M,27.0,209.0
2016,Corey,M,34.0,173.0
2016,Daire,M,59.0,116.0
2016,Denis,M,45.0,145.0
2016,Luca,M,77.0,93.0
2016,Patryk,M,19.0,254.0
2016,Tyler,M,94.0,75.0
2016,Philip,M,39.0,159.0
2016,Daithi,M,87.0,81.0
2016,Tiernan,M,47.0,140.0
2016,Sebastian,M,71.0,98.0
2016,Simon,M,29.0,196.0
2016,Danny,M,100.0,70.0
2016,Filip,M,64.0,106.0
2016,Gerard,M,27.0,209.0
2016,Karl,M,8.0,412.0
2016,Shay,M,88.0,78.0
2016,Eric,M,46.0,142.0
2016,George,M,77.0,93.0
2016,Calvin,M,36.0,166.0
2016,Keelan,M,29.0,196.0
2016,Nicholas,M,53.0,125.0
2016,Seamus,M,50.0,131.0
2016,Brendan,M,20.0,245.0
2016,Dawid,M,24.0,224.0
2016,Shaun,M,9.0,389.0
2016,Steven,M,14.0,313.0
2016,Gearoid,M,40.0,156.0
2016,Joe,M,58.0,117.0
2016,Tommy,M,110.0,66.0
2016,Cody,M,50.0,131.0
2016,Jay,M,21.0,237.0
2016,Tadgh,M,63.0,110.0
2016,Ewan,M,14.0,313.0
2016,Paddy,M,39.0,159.0
2016,Lewis,M,38.0,162.0
2016,Caleb,M,57.0,119.0
2016,Marcus,M,29.0,196.0
2016,Caolan,M,33.0,177.0
2016,Taylor,M,6.0,491.0
2016,Keith,M,7.0,448.0
2016,Adrian,M,40.0,156.0
2016,Bradley,M,18.0,263.0
2016,Oskar,M,37.0,165.0
2016,Conall,M,48.0,136.0
2016,Dillon,M,17.0,272.0
2016,Eanna,M,53.0,125.0
2016,Justin,M,14.0,313.0
2016,Marc,M,14.0,313.0
2016,Damien,M,8.0,412.0
2016,Mateusz,M,16.0,283.0
2016,Muhammad,M,85.0,83.0
2016,Henry,M,94.0,75.0
2016,Glen,M,6.0,491.0
2016,Szymon,M,19.0,254.0
2016,Zack,M,41.0,150.0
2016,Reuben,M,41.0,150.0
2016,Timothy,M,31.0,184.0
2016,Jan,M,33.0,177.0
2016,Barry,M,12.0,345.0
2016,Blake,M,65.0,105.0
2016,Bryan,M,4.0,601.0
2016,Lennon,M,17.0,272.0
2016,Tiarnan,M,31.0,184.0
2016,Declan,M,20.0,245.0
2016,Emmet,M,16.0,283.0
2016,Hayden,M,14.0,313.0
2016,Jordan,M,25.0,218.0
2016,Donal,M,30.0,190.0
2016,Ian,M,13.0,329.0
2016,Jude,M,34.0,173.0
2016,Riain,M,8.0,412.0
2016,Victor,M,26.0,214.0
2016,Alfie,M,149.0,54.0
2016,Dominik,M,34.0,173.0
2016,Eamon,M,13.0,329.0
2016,Fiachra,M,17.0,272.0
2016,Gabriel,M,38.0,162.0
2016,Logan,M,131.0,57.0
2016,Donncha,M,13.0,329.0
2016,Elliot,M,49.0,134.0
2016,Gary,M,10.0,372.0
2016,Ivan,M,14.0,313.0
2016,Joey,M,48.0,136.0
2016,Kai,M,79.0,92.0
2016,Mikolaj,M,22.0,232.0
2016,Neil,M,6.0,491.0
2016,Pierce,M,8.0,412.0
2016,Enda,M,3.0,713.0
2016,Hugo,M,82.0,89.0
2016,Jesse,M,25.0,218.0
2016,Lukas,M,29.0,196.0
2016,Morgan,M,13.0,329.0
2016,Vincent,M,19.0,254.0
2016,Luka,M,8.0,412.0
2016,Shayne,M,,
2016,Troy,M,11.0,353.0
2016,Zachary,M,28.0,201.0
2016,Arthur,M,64.0,106.0
2016,Donagh,M,35.0,168.0
2016,Noel,M,17.0,272.0
2016,Shea,M,41.0,150.0
2016,Theo,M,64.0,106.0
2016,Toby,M,20.0,245.0
2016,Bernard,M,14.0,313.0
2016,Eamonn,M,16.0,283.0
2016,Emmanuel,M,9.0,389.0
2016,Joel,M,15.0,298.0
2016,Kamil,M,5.0,541.0
2016,Olivier,M,15.0,298.0
2016,Pearse,M,24.0,224.0
2016,Travis,M,7.0,448.0
2016,Aodhan,M,24.0,224.0
2016,Euan,M,14.0,313.0
2016,Jonah,M,41.0,150.0
2016,Mathew,M,6.0,491.0
2016,Mohammad,M,16.0,283.0
2016,Raymond,M,11.0,353.0
2016,Tony,M,13.0,329.0
2016,Conal,M,6.0,491.0
2016,Conn,M,15.0,298.0
2016,Dominic,M,46.0,142.0
2016,Fintan,M,7.0,448.0
2016,Mason,M,186.0,43.0
2016,Padraic,M,17.0,272.0
2016,Ali,M,20.0,245.0
2016,Bartosz,M,9.0,389.0
2016,Kane,M,5.0,541.0
2016,Matas,M,17.0,272.0
2016,Naoise,M,21.0,237.0
2016,Ruadhan,M,20.0,245.0
2016,Antoni,M,67.0,103.0
2016,Bailey,M,3.0,713.0
2016,Brooklyn,M,11.0,353.0
2016,Clayton,M,6.0,491.0
2016,Conan,M,28.0,201.0
2016,Felix,M,20.0,245.0
2016,Francis,M,18.0,263.0
2016,Frank,M,33.0,177.0
2016,Harvey,M,43.0,147.0
2016,Johnny,M,18.0,263.0
2016,Michal,M,18.0,263.0
2016,Mikey,M,15.0,298.0
2016,Nikodem,M,19.0,254.0
2016,Roan,M,10.0,372.0
2016,Rowan,M,30.0,190.0
2016,Wayne,M,5.0,541.0
2016,Will,M,28.0,201.0
2016,Zak,M,9.0,389.0
2016,Aran,M,4.0,601.0
2016,Carl,M,10.0,372.0
2016,Derek,M,7.0,448.0
2016,Lochlann,M,22.0,232.0
2016,Maciej,M,4.0,601.0
2016,Maksymilian,M,16.0,283.0
2016,Marcel,M,28.0,201.0
2016,Myles,M,25.0,218.0
2016,Nikita,M,6.0,491.0
2016,Preston,M,10.0,372.0
2016,Zac,M,28.0,201.0
2016,Ahmed,M,14.0,313.0
2016,Alexandru,M,13.0,329.0
2016,Desmond,M,,
2016,Elijah,M,33.0,177.0
2016,Elliott,M,31.0,184.0
2016,Ferdia,M,8.0,412.0
2016,Fionnan,M,7.0,448.0
2016,Harrison,M,57.0,119.0
2016,Mohammed,M,15.0,298.0
2016,Nicolas,M,21.0,237.0
2016,Olan,M,11.0,353.0
2016,Pawel,M,4.0,601.0
2016,Prince,M,6.0,491.0
2016,Robbie,M,34.0,173.0
2016,Roy,M,4.0,601.0
2016,Sonny,M,51.0,130.0
2016,Stefan,M,15.0,298.0
2016,Dermot,M,6.0,491.0
2016,Glenn,M,,
2016,Igor,M,7.0,448.0
2016,Kenneth,M,7.0,448.0
2016,Laurence,M,8.0,412.0
2016,Marco,M,8.0,412.0
2016,Milo,M,20.0,245.0
2016,Mohamed,M,10.0,372.0
2016,Ultan,M,11.0,353.0
2016,Warren,M,9.0,389.0
2016,Ashton,M,9.0,389.0
2016,Austin,M,26.0,214.0
2016,Davin,M,16.0,283.0
2016,Donnchadh,M,17.0,272.0
2016,Finlay,M,3.0,713.0
2016,Freddie,M,62.0,111.0
2016,Graham,M,5.0,541.0
2016,Jeremiah,M,13.0,329.0
2016,Jerry,M,11.0,353.0
2016,Kealan,M,8.0,412.0
2016,Maxim,M,17.0,272.0
2016,Maximilian,M,41.0,150.0
2016,Riley,M,48.0,136.0
2016,Rocco,M,12.0,345.0
2016,Ruben,M,30.0,190.0
2016,Tim,M,13.0,329.0
2016,Wiktor,M,28.0,201.0
2016,Aron,M,15.0,298.0
2016,Bill,M,10.0,372.0
2016,Caoimhin,M,6.0,491.0
2016,Cuan,M,9.0,389.0
2016,Dan,M,23.0,229.0
2016,Derry,M,5.0,541.0
2016,Devin,M,10.0,372.0
2016,Diego,M,5.0,541.0
2016,Fionan,M,5.0,541.0
2016,Gregory,M,3.0,713.0
2016,Ibrahim,M,18.0,263.0
2016,Jeremy,M,8.0,412.0
2016,Kajus,M,11.0,353.0
2016,Louie,M,19.0,254.0
2016,Mario,M,5.0,541.0
2016,Rossa,M,10.0,372.0
2016,Abdullah,M,14.0,313.0
2016,Aleksander,M,25.0,218.0
2016,Andre,M,,
2016,Andrei,M,9.0,389.0
2016,Antonio,M,7.0,448.0
2016,Briain,M,4.0,601.0
2016,Caelan,M,11.0,353.0
2016,Cole,M,24.0,224.0
2016,Cory,M,3.0,713.0
2016,Eli,M,66.0,104.0
2016,Erik,M,14.0,313.0
2016,Feidhlim,M,17.0,272.0
2016,Fergal,M,,
2016,Hubert,M,9.0,389.0
2016,Jim,M,7.0,448.0
2016,Karol,M,8.0,412.0
2016,Kelvin,M,6.0,491.0
2016,Krystian,M,7.0,448.0
2016,Leigh,M,,
2016,Leonardo,M,13.0,329.0
2016,Maksim,M,8.0,412.0
2016,Malachy,M,12.0,345.0
2016,Markuss,M,3.0,713.0
2016,Nathaniel,M,15.0,298.0
2016,Nojus,M,10.0,372.0
2016,Ollie,M,150.0,53.0
2016,Pauric,M,5.0,541.0
2016,Ruaidhri,M,4.0,601.0
2016,Saul,M,,
2016,Ted,M,30.0,190.0
2016,Turlough,M,4.0,601.0
2016,Zachariah,M,3.0,713.0
2016,Abel,M,4.0,601.0
2016,Aiden,M,26.0,214.0
2016,Albert,M,13.0,329.0
2016,Alexandre,M,,
2016,Andy,M,15.0,298.0
2016,Daryl,M,7.0,448.0
2016,Deividas,M,,
2016,Devon,M,5.0,541.0
2016,Diarmaid,M,,
2016,Eddie,M,8.0,412.0
2016,Edwin,M,4.0,601.0
2016,Emil,M,8.0,412.0
2016,Fabian,M,24.0,224.0
2016,Finnan,M,3.0,713.0
2016,Frankie,M,60.0,114.0
2016,Frederick,M,20.0,245.0
2016,Gerry,M,6.0,491.0
2016,Hamza,M,9.0,389.0
2016,Kalem,M,,
2016,Kayden,M,46.0,142.0
2016,Kilian,M,,
2016,Luc,M,4.0,601.0
2016,Lukasz,M,3.0,713.0
2016,Maurice,M,8.0,412.0
2016,Mike,M,5.0,541.0
2016,Natan,M,21.0,237.0
2016,Ned,M,7.0,448.0
2016,Oliwier,M,14.0,313.0
2016,Sean Og,M,16.0,283.0
2016,Tobias,M,16.0,283.0
2016,Chris,M,6.0,491.0
2016,Cornelius,M,4.0,601.0
2016,Cristian,M,7.0,448.0
2016,Darius,M,11.0,353.0
2016,Dion,M,8.0,412.0
2016,Eugene,M,6.0,491.0
2016,Finian,M,7.0,448.0
2016,Gareth,M,,
2016,Johnathan,M,,
2016,Julian,M,22.0,232.0
2016,Kaylem,M,,
2016,Keegan,M,8.0,412.0
2016,Kornel,M,,
2016,Krzysztof,M,5.0,541.0
2016,Levi,M,19.0,254.0
2016,Marcos,M,,
2016,Maxwell,M,7.0,448.0
2016,Miguel,M,8.0,412.0
2016,Pedro,M,5.0,541.0
2016,Piotr,M,14.0,313.0
2016,Rayan,M,8.0,412.0
2016,Robin,M,23.0,229.0
2016,Rokas,M,7.0,448.0
2016,Roman,M,7.0,448.0
2016,Seanan,M,5.0,541.0
2016,Stanislaw,M,11.0,353.0
2016,Theodore,M,27.0,209.0
2016,Tomasz,M,8.0,412.0
2016,Trevor,M,3.0,713.0
2016,Xavier,M,18.0,263.0
2016,Yu,M,3.0,713.0
2016,Abdul,M,11.0,353.0
2016,Ahmad,M,8.0,412.0
2016,Andreas,M,,
2016,Arnas,M,,
2016,Artur,M,12.0,345.0
2016,Bartlomiej,M,,
2016,Benas,M,11.0,353.0
2016,Brion,M,,
2016,Brody,M,62.0,111.0
2016,Caden,M,14.0,313.0
2016,Cailum,M,,
2016,Caoilte,M,,
2016,Casey,M,40.0,156.0
2016,Cayden,M,21.0,237.0
2016,Charley,M,3.0,713.0
2016,Damian,M,23.0,229.0
2016,Dennis,M,8.0,412.0
2016,Deon,M,,
2016,Eryk,M,3.0,713.0
2016,Iain,M,,
2016,Iosif,M,3.0,713.0
2016,Jaden,M,4.0,601.0
2016,Jeffrey,M,4.0,601.0
2016,Jimmy,M,14.0,313.0
2016,Jonas,M,14.0,313.0
2016,Keane,M,3.0,713.0
2016,Kenzie,M,,
2016,Kuba,M,5.0,541.0
2016,Larry,M,5.0,541.0
2016,Leonard,M,7.0,448.0
2016,Marcin,M,,
2016,Olaf,M,11.0,353.0
2016,Peadar,M,9.0,389.0
2016,Phillip,M,,
2016,Se,M,6.0,491.0
2016,Stuart,M,,
2016,Terry,M,4.0,601.0
2016,Wojciech,M,12.0,345.0
2016,Ajay,M,9.0,389.0
2016,Archie,M,58.0,117.0
2016,Arran,M,3.0,713.0
2016,Art,M,16.0,283.0
2016,Ayaan,M,7.0,448.0
2016,Aymen,M,,
2016,Beau,M,9.0,389.0
2016,Byron,M,3.0,713.0
2016,Cal,M,6.0,491.0
2016,Carlos,M,3.0,713.0
2016,Caylum,M,,
2016,Clinton,M,,
2016,Colum,M,,
2016,Conrad,M,3.0,713.0
2016,Damon,M,3.0,713.0
2016,Dane,M,5.0,541.0
2016,Daniels,M,3.0,713.0
2016,Domhnall,M,5.0,541.0
2016,Dominick,M,7.0,448.0
2016,Dominykas,M,8.0,412.0
2016,Drew,M,6.0,491.0
2016,Edmund,M,,
2016,Emilis,M,7.0,448.0
2016,Enoch,M,3.0,713.0
2016,Flynn,M,28.0,201.0
2016,Franciszek,M,32.0,182.0
2016,Jackson,M,52.0,128.0
2016,Jared,M,6.0,491.0
2016,Jody,M,4.0,601.0
2016,Kaden,M,5.0,541.0
2016,Kalum,M,,
2016,Keenan,M,,
2016,Kelan,M,3.0,713.0
2016,Kristers,M,,
2016,Leighton,M,13.0,329.0
2016,Luan,M,5.0,541.0
2016,Malachi,M,5.0,541.0
2016,Markus,M,7.0,448.0
2016,Matt,M,9.0,389.0
2016,Matteo,M,13.0,329.0
2016,Maximus,M,7.0,448.0
2016,Raphael,M,3.0,713.0
2016,Regan,M,5.0,541.0
2016,Ricardo,M,,
2016,Ricky,M,,
2016,Russell,M,3.0,713.0
2016,Sami,M,4.0,601.0
2016,Seosamh,M,4.0,601.0
2016,Solomon,M,,
2016,Syed,M,4.0,601.0
2016,Terence,M,3.0,713.0
2016,Thady,M,3.0,713.0
2016,Tyrese,M,7.0,448.0
2016,Wesley,M,,
2016,Aedan,M,7.0,448.0
2016,Airidas,M,,
2016,Aironas,M,,
2016,Aleks,M,8.0,412.0
2016,Allan,M,,
2016,Alvin,M,,
2016,Amir,M,6.0,491.0
2016,Anton,M,5.0,541.0
2016,Armandas,M,6.0,491.0
2016,Arron,M,,
2016,Arturs,M,,
2016,Aryan,M,9.0,389.0
2016,Brady,M,4.0,601.0
2016,Cain,M,3.0,713.0
2016,Callan,M,8.0,412.0
2016,Caolain,M,,
2016,Christy,M,5.0,541.0
2016,Con,M,7.0,448.0
2016,Cullen,M,5.0,541.0
2016,Curtis,M,3.0,713.0
2016,Danielius,M,10.0,372.0
2016,Deimantas,M,,
2016,Divine,M,,
2016,Dwayne,M,3.0,713.0
2016,Eduard,M,10.0,372.0
2016,Eimhin,M,,
2016,Elias,M,19.0,254.0
2016,Emils,M,3.0,713.0
2016,Enrico,M,,
2016,Eolann,M,,
2016,Erikas,M,6.0,491.0
2016,Fahad,M,,
2016,Feilim,M,5.0,541.0
2016,Felim,M,,
2016,Fergus,M,3.0,713.0
2016,Finan,M,,
2016,Finbarr,M,5.0,541.0
2016,Fred,M,8.0,412.0
2016,Fynn,M,,
2016,Gabrielius,M,6.0,491.0
2016,Gordon,M,3.0,713.0
2016,Gracjan,M,,
2016,Hassan,M,8.0,412.0
2016,Jacek,M,,
2016,Jaiden,M,5.0,541.0
2016,Jarlath,M,4.0,601.0
2016,Jayson,M,,
2016,Jerome,M,3.0,713.0
2016,Kaleb,M,,
2016,Kallum,M,3.0,713.0
2016,Kalvin,M,,
2016,Kiefer,M,,
2016,Konrad,M,,
2016,Krish,M,,
2016,Kristian,M,6.0,491.0
2016,Kylan,M,5.0,541.0
2016,Kyran,M,5.0,541.0
2016,Lawrence,M,,
2016,Lennox,M,,
2016,Leroy,M,,
2016,Luis,M,3.0,713.0
2016,Marek,M,,
2016,Marko,M,,
2016,Martynas,M,,
2016,Mazin,M,,
2016,Milan,M,6.0,491.0
2016,Muhammed,M,,
2016,Mustafa,M,5.0,541.0
2016,Nataniel,M,4.0,601.0
2016,Neal,M,,
2016,Nedas,M,4.0,601.0
2016,Nick,M,6.0,491.0
2016,Nicky,M,3.0,713.0
2016,Niks,M,,
2016,Norbert,M,,
2016,Obed,M,,
2016,Orlando,M,,
2016,Pearce,M,,
2016,Phelim,M,,
2016,Pijus,M,,
2016,Praise,M,3.0,713.0
2016,Pranav,M,,
2016,Quinn,M,15.0,298.0
2016,Rafael,M,9.0,389.0
2016,Raul,M,,
2016,Rio,M,5.0,541.0
2016,Rioghan,M,,
2016,Roberto,M,,
2016,Roberts,M,4.0,601.0
2016,Ronald,M,,
2016,Rui,M,,
2016,Salvador,M,,
2016,Samson,M,,
2016,Seth,M,12.0,345.0
2016,Simeon,M,,
2016,Stanislav,M,,
2016,Taha,M,,
2016,Taidgh,M,,
2016,Tariq,M,,
2016,Viktor,M,9.0,389.0
2016,Wilson,M,,
2016,Wyatt,M,4.0,601.0
2016,Aarron,M,,
2016,Abdurahman,M,,
2016,Adams,M,,
2016,Alanas,M,,
2016,Alessandro,M,4.0,601.0
2016,Alexis,M,,
2016,Alfred,M,11.0,353.0
2016,Allen,M,,
2016,Amin,M,,
2016,Anas,M,3.0,713.0
2016,Andrej,M,,
2016,Andrzej,M,,
2016,Angelo,M,,
2016,Angus,M,,
2016,Aodan,M,,
2016,Arkadiusz,M,3.0,713.0
2016,Axel,M,7.0,448.0
2016,Balazs,M,,
2016,Becali,M,,
2016,Beniamin,M,3.0,713.0
2016,Bilal,M,,
2016,Blaine,M,4.0,601.0
2016,Blazej,M,,
2016,Bo,M,,
2016,Boluwatife,M,,
2016,Brad,M,,
2016,Brandyn,M,,
2016,Brayden,M,9.0,389.0
2016,Bruno,M,19.0,254.0
2016,Bryce,M,,
2016,Cael,M,4.0,601.0
2016,Cahir,M,,
2016,Caimin,M,3.0,713.0
2016,Chulainn,M,3.0,713.0
2016,Cohen,M,4.0,601.0
2016,Collins,M,,
2016,Colman,M,6.0,491.0
2016,Culainn,M,7.0,448.0
2016,Dale,M,3.0,713.0
2016,Dallan,M,,
2016,Darcy,M,4.0,601.0
2016,Daven,M,,
2016,Davey,M,,
2016,Davitt,M,,
2016,Denzel,M,,
2016,Destiny,M,,
2016,Devan,M,,
2016,Dillan,M,,
2016,Dmitrijs,M,,
2016,Don,M,,
2016,Donnachadh,M,,
2016,Donnagh,M,,
2016,Dovydas,M,9.0,389.0
2016,Eden,M,,
2016,Edgaras,M,,
2016,Ellis,M,10.0,372.0
2016,Emanuel,M,7.0,448.0
2016,Emmett,M,7.0,448.0
2016,Eoghain,M,,
2016,Ephraim,M,,
2016,Eriks,M,,
2016,Ernest,M,,
2016,Ernestas,M,,
2016,Evin,M,3.0,713.0
2016,Fearghal,M,,
2016,Francesco,M,4.0,601.0
2016,Freddy,M,5.0,541.0
2016,Garret,M,,
2016,Garry,M,,
2016,Garvan,M,,
2016,Geordan,M,,
2016,Gerald,M,7.0,448.0
2016,Gideon,M,,
2016,Giovanni,M,,
2016,Grantas,M,,
2016,Guilherme,M,,
2016,Guy,M,3.0,713.0
2016,Gvidas,M,,
2016,Habib,M,,
2016,Harley,M,29.0,196.0
2016,Hasan,M,,
2016,Iarla,M,35.0,168.0
2016,Ignas,M,4.0,601.0
2016,Isa,M,,
2016,Isaiah,M,7.0,448.0
2016,Jago,M,,
2016,Jaydon,M,,
2016,Jia,M,,
2016,Joao,M,6.0,491.0
2016,Johan,M,3.0,713.0
2016,John Paul,M,3.0,713.0
2016,Jon,M,,
2016,Jose,M,,
2016,Juan,M,,
2016,Julius,M,5.0,541.0
2016,Kade,M,3.0,713.0
2016,Kaelem,M,,
2016,Kailum,M,3.0,713.0
2016,Kajetan,M,9.0,389.0
2016,Kalen,M,,
2016,Kaylum,M,8.0,412.0
2016,Keagan,M,,
2016,Kean,M,,
2016,Keanu,M,,
2016,Keelin,M,,
2016,Kehinde,M,,
2016,Kenan,M,,
2016,Kevinas,M,4.0,601.0
2016,Khalid,M,,
2016,Khalil,M,,
2016,Kiernan,M,,
2016,King,M,,
2016,Kris,M,,
2016,Kurt,M,,
2016,Kurtis,M,,
2016,Kyron,M,6.0,491.0
2016,Lachlan,M,18.0,263.0
2016,Lincoln,M,10.0,372.0
2016,Lochlainn,M,8.0,412.0
2016,Loic,M,,
2016,Lorenzo,M,12.0,345.0
2016,Lucca,M,6.0,491.0
2016,Maitiu,M,3.0,713.0
2016,Maksims,M,,
2016,Maksym,M,,
2016,Malik,M,6.0,491.0
2016,Manus,M,4.0,601.0
2016,Matei,M,15.0,298.0
2016,Mel,M,,
2016,Micah,M,6.0,491.0
2016,Milosz,M,4.0,601.0
2016,Muiris,M,3.0,713.0
2016,Mustapha,M,,
2016,Nash,M,,
2016,Orin,M,,
2016,Paidi,M,28.0,201.0
2016,Paraic,M,5.0,541.0
2016,Paulius,M,3.0,713.0
2016,Pavel,M,3.0,713.0
2016,Precious,M,,
2016,Quin,M,,
2016,Ralph,M,6.0,491.0
2016,Reese,M,,
2016,Rehan,M,4.0,601.0
2016,Remi,M,,
2016,Rick,M,,
2016,Rion,M,,
2016,Roger,M,,
2016,Rohan,M,4.0,601.0
2016,Ronin,M,,
2016,Ruan,M,16.0,283.0
2016,Rudi,M,,
2016,Saad,M,,
2016,Sammy,M,5.0,541.0
2016,Tadg,M,,
2016,Taidhg,M,,
2016,Tajus,M,7.0,448.0
2016,Theodor,M,4.0,601.0
2016,Tiago,M,,
2016,Timmy,M,4.0,601.0
2016,Tommie,M,6.0,491.0
2016,Torin,M,4.0,601.0
2016,Tristian,M,,
2016,Tymon,M,17.0,272.0
2016,Tymoteusz,M,10.0,372.0
2016,Tyrone,M,,
2016,Vakaris,M,,
2016,Vladislav,M,,
2016,Walter,M,,
2016,Wisdom,M,,
2016,Xander,M,,
2016,Yusuf,M,6.0,491.0
2016,Zane,M,4.0,601.0
2016,Zayd,M,,
2016,Ze,M,,
2016,Zi Hao,M,,
2016,Zihan,M,,
2016,Jun,M,,
2016,Abdelrahman,M,,
2016,Adem,M,,
2016,Adrians,M,4.0,601.0
2016,Aidas,M,,
2016,Alastair,M,,
2016,Alec,M,3.0,713.0
2016,Alejandro,M,,
2016,Aleksandr,M,,
2016,Alexandr,M,,
2016,Alistair,M,3.0,713.0
2016,Ameer,M,,
2016,Amos,M,,
2016,Anand,M,,
2016,Andrius,M,,
2016,Aonghus,M,,
2016,Arian,M,,
2016,Arman,M,3.0,713.0
2016,Arminas,M,,
2016,Aronas,M,5.0,541.0
2016,Asher,M,6.0,491.0
2016,Avram,M,,
2016,Barney,M,4.0,601.0
2016,Barra,M,9.0,389.0
2016,Bartholomew,M,,
2016,Basil,M,,
2016,Benedict,M,,
2016,Bernie,M,3.0,713.0
2016,Blaise,M,3.0,713.0
2016,Blessing,M,,
2016,Bob,M,,
2016,Borys,M,,
2016,Brajan,M,,
2016,Brandan,M,,
2016,Brayan,M,,
2016,Cai,M,,
2016,Caiden,M,13.0,329.0
2016,Cailean,M,,
2016,Caine,M,,
2016,Calan,M,,
2016,Calem,M,,
2016,Camden,M,,
2016,Camron,M,,
2016,Carter,M,31.0,184.0
2016,Chad,M,3.0,713.0
2016,Cianan,M,,
2016,Ciarain,M,,
2016,Codey,M,,
2016,Codie,M,,
2016,Collin,M,,
2016,Connell,M,,
2016,Cooper,M,31.0,184.0
2016,Criostoir,M,,
2016,Culann,M,15.0,298.0
2016,Cyprian,M,,
2016,Danann,M,,
2016,Danial,M,,
2016,Danil,M,,
2016,Dante,M,5.0,541.0
2016,Darra,M,,
2016,Darryl,M,,
2016,Dave,M,,
2016,Davis,M,,
2016,Dawson,M,18.0,263.0
